Title,Release_Date,Color_BW,Genre,Language,Country,Rating,Lead_Actor,Director_Name,Lead_Actor_FB_Likes,Cast_FB_Likes,Director_FB_Likes,Movie_FB Likes,IMDb_Score,Total_Reviews,Duration_mins,Gross_Revenue_in_thousands ,Budget_in_thousands
The First Wives Club,11/23/1996,Color,Comedy,English,USA,PG,Stockard Channing,Hugh Wilson,944,3143,37,0,6.2,50,103,105444.419,26000
The Funeral,11/26/1996,Color,Crime,English,USA,R,Isabella Rossellini,Abel Ferrara,812,3337,220,344,6.6,48,99,1227.324,12500
The Ghost and the Darkness,6/16/1996,Color,Adventure,English,USA,R,Tom Wilkinson,Stephen Hopkins,1000,1752,81,0,6.8,62,110,38553.833,55000
The Glimmer Man,8/19/1996,Color,Action,English,USA,R,Alexa PenaVega,John Gray,2000,3855,29,451,5.3,39,91,20400.913,45000
The Hunchback of Notre Dame,2/23/1996,Color,Animation,English,USA,G,Demi Moore,Gary Trousdale,2000,4842,21,0,6.9,80,91,100117.603,100000
The Island of Dr. Moreau,9/15/1996,Color,Horror,English,USA,PG-13,Marlon Brando,John Frankenheimer,10000,10469,287,0,4.4,70,99,27663.982,40000
The Juror,9/28/1996,Color,Drama,English,USA,R,Joseph Gordon-Levitt,Brian Gibson,23000,26907,13,353,5.6,28,118,44834.712,44000
The Long Kiss Goodnight,2/12/1996,Color,Action,English,USA,R,Melina Kanakaredes,Renny Harlin,394,1531,212,4000,6.7,94,121,33328.051,65000
The Mirror Has Two Faces,12/15/1996,Color,Comedy,English,USA,PG-13,Jeff Bridges,Barbra Streisand,12000,13716,0,0,6.5,27,122,41252.428,42000
The Nutty Professor,9/14/1996,Color,Comedy,English,USA,PG-13,Jada Pinkett Smith,Tom Shadyac,851,3155,293,960,5.6,57,95,128769.345,54000
The Phantom,2/18/1996,Color,Action,English,Australia,PG,Cary-Hiroyuki Tagawa,Simon Wincer,1000,3855,23,0,4.9,60,100,17300.889,45000
The Rock,12/3/1996,Color,Action,English,USA,R,Nicolas Cage,Michael Bay,12000,15999,0,51000,7.4,122,136,134006.721,75000
Thinner,11/17/1996,Color,Fantasy,English,USA,R,Joe Mantegna,Tom Holland,1000,2777,85,0,5.7,73,93,15171.475,8500
Tin Cup,5/5/1996,Color,Comedy,English,USA,R,Don Johnson,Ron Shelton,982,3648,41,1000,6.3,48,135,53854.588,45000
Trainspotting,9/10/1996,Color,Drama,English,UK,R,Kelly Macdonald,Danny Boyle,2000,3559,0,21000,8.2,134,94,16501.785,3500
Trees Lounge,1/1/1996,Color,Comedy,English,USA,R,Steve Buscemi,Steve Buscemi,12000,14420,12000,872,7.2,43,95,695.229,1300
Twister,7/15/1996,Color,Action,English,USA,PG-13,Philip Seymour Hoffman,Jan de Bont,22000,26239,101,0,6.3,114,113,241688.385,92000
Up Close & Personal,6/19/1996,Color,Drama,English,USA,PG-13,Joe Mantegna,Jon Avnet,1000,3653,50,829,6.1,34,124,51045.801,60000
Waiting for Guffman,12/29/1996,Color,Comedy,English,USA,R,Catherine O'Hara,Christopher Guest,925,3559,378,0,7.6,50,84,2892.582,4000
Walking and Talking,11/6/1996,Color,Comedy,English,UK,R,Kevin Corrigan,Nicole Holofcener,778,2400,132,227,6.8,18,86,1277.257,1000
When the Cat's Away,1/19/1996,Color,Comedy,French,France,R,Simon Abkarian,Cédric Klapisch,75,102,82,166,6.9,29,91,1652.472,300
White Squall,10/5/1996,Color,Adventure,English,USA,PG-13,Jeff Bridges,Ridley Scott,12000,16237,0,911,6.6,37,129,10300,38000
8 Heads in a Duffel Bag,5/19/1997,Color,Comedy,English,USA,R,Kristy Swanson,Tom Schulman,578,1363,45,417,5.3,30,95,3559.99,3000
A Simple Wish,3/30/1997,Color,Comedy,English,USA,PG,Mara Wilson,Michael Ritchie,1000,5535,23,517,5.4,21,89,8119.205,28000
Absolute Power,11/29/1997,Color,Action,English,USA,R,Clint Eastwood,Clint Eastwood,16000,19139,16000,1000,6.7,76,121,50007.168,50000
Air Bud,10/14/1997,Color,Comedy,English,USA,PG,Kevin Zegers,Charles Martin Smith,2000,4277,188,902,5.1,35,98,24629.916,3000
Air Force One,4/21/1997,Color,Action,English,USA,R,Harrison Ford,Wolfgang Petersen,11000,23603,249,0,6.4,142,124,172620.724,85000
Alien: Resurrection,2/5/1997,Color,Action,English,USA,R,Gary Dourdan,Jean-Pierre Jeunet,1000,3090,0,0,6.3,223,116,47748.61,75000
Amistad,11/28/1997,Color,Drama,English,USA,R,Anthony Hopkins,Steven Spielberg,12000,37570,14000,0,7.2,77,155,44175.394,36000
An Alan Smithee Film: Burn Hollywood Burn,5/8/1997,Color,Comedy,English,USA,R,Eric Idle,Arthur Hiller,795,2655,71,89,3.5,29,86,15.447,10000
Anaconda,12/21/1997,Color,Action,English,USA,PG-13,Frank Welker,Luis Llosa,2000,3717,49,0,4.6,119,89,65557.989,45000
Anastasia,12/22/1997,Color,Adventure,English,USA,G,Kirsten Dunst,Don Bluth,4000,6017,383,0,7.1,78,94,58297.83,50000
As Good as It Gets,12/14/1997,Color,Comedy,English,USA,PG-13,Lupe Ontiveros,James L. Brooks,625,1474,274,11000,7.7,156,139,147637.474,50000
Austin Powers: International Man of Mystery,11/29/1997,Color,Comedy,English,USA,PG-13,Will Ferrell,Jay Roach,8000,10557,116,0,7,129,68,53868.03,17000
Batman & Robin,11/20/1997,Color,Action,English,USA,PG-13,Michael Gough,Joel Schumacher,920,2699,541,0,3.7,183,125,107285.004,125000
Boogie Nights,1/11/1997,Color,Drama,English,USA,R,Don Cheadle,Paul Thomas Anderson,3000,3677,0,0,7.9,153,155,26384.919,15000
Breakdown,11/14/1997,Color,Action,English,USA,R,Kathleen Quinlan,Jonathan Mostow,551,1874,84,0,6.9,72,93,50129.186,36000
Cats Don't Dance,12/18/1997,Color,Animation,English,USA,G,George Kennedy,Mark Dindal,3000,7394,10,643,6.9,18,75,3562.749,32000
Character,10/25/1997,Color,Crime,Dutch,Netherlands,R,Jan Decleir,Mike van Diem,25,48,4,689,7.8,54,122,713.413,4500
Chasing Amy,7/10/1997,Color,Comedy,English,USA,R,Matt Damon,Kevin Smith,13000,15765,0,0,7.3,147,113,12006.514,250
Children of Heaven,9/15/1997,Color,Drama,Persian,Iran,PG,Bahare Seddiqi,Majid Majidi,36,100,373,0,8.5,46,89,925.402,180
Con Air,1/2/1997,Color,Action,English,USA,R,Steve Buscemi,Simon West,12000,15362,165,0,6.8,139,123,101087.161,75000
Conspiracy Theory,12/19/1997,Color,Action,English,USA,R,Julia Roberts,Richard Donner,8000,8355,503,0,6.7,80,135,76081.498,75000
Contact,8/16/1997,Color,Drama,English,USA,PG,Matthew McConaughey,Robert Zemeckis,11000,12289,0,15000,7.4,159,150,100853.835,90000
Cop Land,7/15/1997,Color,Crime,English,USA,R,Robert De Niro,James Mangold,22000,40117,446,2000,6.9,131,120,44886.089,10000
Critical Care,3/7/1997,Color,Comedy,English,Australia,R,Kyra Sedgwick,Sidney Lumet,941,3099,0,88,6,25,107,141.853,12000
Cube,3/18/1997,Color,Mystery,English,Canada,R,David Hewlett,Vincenzo Natali,686,1743,165,11000,7.3,99,90,489.22,365
Dante's Peak,8/18/1997,Color,Action,English,USA,PG-13,Jamie Renée Smith,Roger Donaldson,650,1569,79,0,5.8,93,108,67155.742,116000
Deconstructing Harry,5/22/1997,Color,Comedy,English,USA,R,Woody Allen,Woody Allen,11000,11867,11000,0,7.4,104,96,10569.071,20000
Donnie Brasco,1/15/1997,Color,Biography,English,USA,R,Johnny Depp,Mike Newell,40000,56014,179,0,7.8,117,147,41954.997,35000
Dream with the Fishes,3/7/1997,Color,Comedy,English,USA,R,David Arquette,Finn Taylor,611,1692,4,166,7,28,97,464.655,1000
Event Horizon,8/1/1997,Color,Horror,English,UK,R,Sean Pertwee,Paul W.S. Anderson,722,2525,545,10000,6.7,172,130,26616.59,60000
Eve's Bayou,7/2/1997,Color,Drama,English,USA,R,Jurnee Smollett-Bell,Kasi Lemmons,2000,3843,148,599,7.3,31,109,14821.531,6000
Face/Off,7/22/1997,Color,Action,English,USA,R,Nicolas Cage,John Woo,12000,17087,610,11000,7.3,155,138,112225.777,80000
"First Love, Last Rites",3/23/1997,Color,Drama,English,USA,R,Robert John Burke,Jesse Peretz,318,751,37,26,5.5,16,94,40.542,300
Flubber,11/10/1997,Color,Comedy,English,USA,PG,Robin Williams,Les Mayfield,49000,50005,10,0,5.2,53,90,92969.824,80000
G.I. Jane,4/18/1997,Color,Action,English,USA,R,Viggo Mortensen,Ridley Scott,10000,15569,0,2000,5.8,97,125,48154.732,50000
Gattaca,6/20/1997,Color,Drama,English,USA,PG-13,Blair Underwood,Andrew Niccol,685,1942,487,17000,7.8,175,106,12339.633,36000
George of the Jungle,2/10/1997,Color,Action,English,USA,PG,Brendan Fraser,Sam Weisman,3000,4518,39,5000,5.4,53,92,105263.257,55000
Good Will Hunting,5/12/1997,Color,Drama,English,USA,R,Robin Williams,Gus Van Sant,49000,63710,835,31000,8.3,161,126,138339.411,10000
Grosse Pointe Blank,7/10/1997,Color,Action,English,USA,R,Minnie Driver,George Armitage,893,2044,5,0,7.4,111,107,28014.536,15000
Hav Plenty,6/2/1997,Color,Comedy,English,USA,R,Hill Harper,Christopher Scott Cherot,465,714,21,161,6.5,25,84,2301.777,650
Hurricane Streets,4/14/1997,Black and White,Crime,English,USA,R,Edie Falco,Morgan J. Freeman,659,2322,204,51,6.5,17,86,334.041,500
I Know What You Did Last Summer,12/10/1997,Color,Horror,English,USA,R,Muse Watson,Jim Gillespie,45000,50284,13,0,5.6,140,99,72219.395,17000
I Married a Strange Person!,9/13/1997,Color,Animation,English,USA,R,Charis Michelsen,Bill Plympton,5,7,45,178,7,19,75,203.134,250
In & Out,5/5/1997,Color,Comedy,English,USA,PG-13,Tom Selleck,Frank Oz,19000,23504,0,0,6.3,83,90,63826.569,35000
In the Company of Men,1/18/1997,Color,Comedy,English,Canada,R,Stacy Edwards,Neil LaBute,136,254,119,489,7.3,80,97,2856.622,25
Jackie Brown,11/13/1997,Color,Crime,English,USA,R,Robert De Niro,Quentin Tarantino,22000,25522,16000,0,7.5,140,154,39647.595,12000
Kiss the Girls,7/2/1997,Color,Crime,English,USA,R,Morgan Freeman,Gary Fleder,11000,14322,39,0,6.6,83,115,60491.56,27000
Kundun,12/27/1997,Color,Biography,English,USA,PG-13,Tenzin Thuthob Tsarong,Martin Scorsese,2,4,17000,0,7,85,134,5532.301,28000
L.A. Confidential,2/16/1997,Color,Crime,English,USA,R,Kevin Spacey,Curtis Hanson,18000,19129,161,11000,8.3,177,138,64604.977,35000
Liar Liar,9/20/1997,Color,Comedy,English,USA,PG-13,Maura Tierney,Tom Shadyac,509,2070,293,0,6.8,73,86,181395.38,45000
Love Jones,2/16/1997,Color,Drama,English,USA,R,Leonard Roberts,Theodore Witcher,962,3871,28,1000,7.4,16,104,12514.138,10000
Mad City,5/9/1997,Color,Crime,English,USA,PG-13,Mia Kirshner,Costa-Gavras,972,2606,333,697,6.2,59,115,10556.196,50000
Men in Black,1/1/1997,Color,Adventure,English,USA,PG-13,Will Smith,Barry Sonnenfeld,10000,12998,188,0,7.3,175,98,250147.615,90000
Midnight in the Garden of Good and Evil,4/1/1997,Color,Crime,English,USA,R,Kevin Spacey,Clint Eastwood,18000,19689,16000,0,6.6,91,155,25078.937,30000
Money Talks,3/13/1997,Color,Action,English,USA,R,Heather Locklear,Brett Ratner,695,2530,420,666,6.1,29,97,41067.398,25000
Mortal Kombat: Annihilation,1/20/1997,Color,Action,English,USA,PG-13,Brian Thompson,John R. Leonetti,663,2266,40,1000,3.7,59,95,35927.406,30000
My Best Friend's Wedding,10/25/1997,Color,Comedy,English,USA,PG-13,Julia Roberts,P.J. Hogan,8000,12344,29,0,6.3,84,105,126805.112,46000
Nothing to Lose,3/16/1997,Color,Action,English,USA,R,Kelly Preston,Steve Oedekerk,742,2457,176,0,6.7,49,98,44455.658,25000
Orgazmo,11/7/1997,Color,Comedy,English,USA,NC-17,Trey Parker,Trey Parker,406,904,406,0,6.2,59,92,582.024,1000
Oscar and Lucinda,2/18/1997,Color,Drama,English,USA,R,Tom Wilkinson,Gillian Armstrong,1000,2004,44,329,6.7,28,132,1508.689,16000
Prefontaine,2/10/1997,Color,Biography,English,USA,PG-13,Kurtwood Smith,Steve James,1000,1610,23,0,6.8,23,106,532.19,8000
Princess Mononoke,7/18/1997,Color,Adventure,Japanese,Japan,PG-13,Minnie Driver,Hayao Miyazaki,893,2710,6000,11000,8.4,174,134,2298.191,2400000
Scream 2,8/10/1997,Color,Horror,English,USA,R,Omar Epps,Wes Craven,865,2321,0,0,6.1,195,120,101334.374,24000
Selena,8/5/1997,Color,Biography,English,USA,PG,Jon Seda,Gregory Nava,565,1735,16,0,6.7,37,127,35422.828,20000
Seven Years in Tibet,6/4/1997,Color,Adventure,English,USA,PG-13,Brad Pitt,Jean-Jacques Annaud,11000,12226,218,0,7,76,136,37901.509,70000
Shadow Conspiracy,3/7/1997,Color,Action,English,USA,R,Sam Waterston,George P. Cosmatos,849,2457,170,68,4.9,24,103,2154.54,45000
Shooting Fish,1/6/1997,Color,Comedy,English,UK,PG,Peter McNamara,Stefan Schwartz,419,975,13,167,6.6,43,99,302.204,3000
Smilla's Sense of Snow,12/26/1997,Color,Action,English,Denmark,R,Jim Broadbent,Bille August,1000,3125,55,561,6.4,50,121,2221.994,35000
Soul Food,9/26/1997,Color,Comedy,English,USA,R,Vanessa Williams,George Tillman Jr.,1000,4737,88,508,6.9,34,115,43490.057,7500
Spawn,4/8/1997,Color,Action,English,USA,R,Michael Jai White,Mark A.Z. Dippé,2000,7039,20,0,5.2,70,98,54967.359,40000
Speed 2: Cruise Control,10/28/1997,Color,Action,English,USA,PG-13,Jason Patric,Jan de Bont,673,2027,101,894,3.7,79,121,48068.396,160000
Spice World,1/15/1997,Color,Comedy,English,UK,PG,Jason Flemyng,Bob Spiers,1000,2176,14,0,3.3,33,93,29247.405,25000
Starship Troopers,1/3/1997,Color,Action,English,USA,R,Jake Busey,Paul Verhoeven,660,2031,719,0,7.2,192,129,54700.065,105000
Steel,5/25/1997,Color,Action,English,USA,PG-13,Charles Napier,Kenneth Johnson,503,3100,34,0,2.8,36,97,1686.429,16000
Switchback,7/29/1997,Color,Crime,English,USA,R,Gregory Scott Cummins,Jeb Stuart,37,74,11,389,6.4,38,118,6482.195,37000
The Apostle,8/19/1997,Color,Drama,English,USA,PG-13,John Beasley,Robert Duvall,205,428,3000,1000,7.2,95,134,20733.485,5000
The Borrowers,2/28/1997,Color,Adventure,English,UK,PG,Jim Broadbent,Peter Hewitt,1000,2056,12,0,5.8,42,89,22359.293,29000
The Cure,12/8/1997,Color,Crime,Japanese,Japan,,Kôji Yakusho,Kiyoshi Kurosawa,89,115,62,817,7.4,78,111,94.596,1000
The Devil's Advocate,12/11/1997,Color,Drama,English,USA,R,Keanu Reeves,Taylor Hackford,18000,45271,138,11000,7.5,117,136,60984.028,57000
The Devil's Own,4/19/1997,Color,Action,English,USA,R,Harrison Ford,Alan J. Pakula,11000,26088,79,979,6.1,66,111,42877.165,86000
The Fifth Element,3/30/1997,Color,Action,English,France,PG-13,Milla Jovovich,Luc Besson,14000,39319,0,18000,7.7,173,126,63540.02,93000
The Full Monty,6/24/1997,Color,Comedy,English,UK,R,Tom Wilkinson,Peter Cattaneo,1000,2323,11,0,7.2,122,91,45857.453,3500
The Game,8/23/1997,Color,Drama,English,USA,R,Deborah Kara Unger,David Fincher,495,1397,21000,25000,7.8,157,129,48265.581,50000
The Ice Storm,4/25/1997,Color,Drama,English,USA,R,Joan Allen,Ang Lee,805,1466,0,0,7.5,124,112,7837.632,18000
The Jackal,9/6/1997,Color,Action,English,USA,R,J.K. Simmons,Michael Caton-Jones,24000,38227,105,0,6.3,83,124,54910.56,60000
The Last Time I Committed Suicide,9/4/1997,Color,Biography,English,USA,R,Keanu Reeves,Stephen Kay,18000,20135,19,161,5.8,12,92,12.836,4000
The Lost World: Jurassic Park,12/7/1997,Color,Action,English,USA,PG-13,Ariana Richards,Steven Spielberg,610,1635,14000,0,6.5,177,129,229074.524,73000
The Man Who Knew Too Little,5/17/1997,Color,Action,English,USA,PG,Bill Murray,Jon Amiel,13000,15183,36,0,6.6,34,94,13801.755,20000
The Peacemaker,2/10/1997,Color,Action,English,USA,R,Armin Mueller-Stahl,Mimi Leder,294,1289,75,0,5.9,93,124,41256.277,50000
The Postman,8/28/1997,Color,Action,English,USA,R,Olivia Williams,Kevin Costner,766,4346,0,0,6,79,177,17593.391,80000
The Rainmaker,1/22/1997,Color,Crime,English,USA,PG-13,Matt Damon,Francis Ford Coppola,13000,16762,0,0,7.1,91,135,45856.732,40000
The Relic,10/12/1997,Color,Horror,English,UK,R,John Kapelos,Peter Hyams,510,1976,0,956,5.7,95,110,33927.476,40000
The Saint,7/5/1997,Color,Action,English,USA,PG-13,Alun Armstrong,Phillip Noyce,192,475,176,0,6.2,64,116,61355.436,68000
The Spanish Prisoner,12/8/1997,Color,Drama,English,USA,PG,Ben Gazzara,David Mamet,623,1722,342,578,7.3,97,110,10200,10000
The Sticky Fingers of Time,12/17/1997,Black and White,Sci-Fi,English,USA,,James Urbaniak,Hilary Brougher,119,154,0,67,6.3,8,81,18.195,250
The Sweet Hereafter,6/17/1997,Color,Drama,English,Canada,R,Bruce Greenwood,Atom Egoyan,990,2820,460,920,7.7,120,112,4306.697,5000
The Swindle,12/27/1997,Color,Comedy,French,France,,Isabelle Huppert,Claude Chabrol,678,1256,324,33,6.6,34,101,231.417,60000
Titanic,3/11/1997,Color,Drama,English,USA,PG-13,Leonardo DiCaprio,James Cameron,29000,45223,0,26000,7.7,315,194,658672.302,200000
Tomorrow Never Dies,2/1/1997,Color,Action,English,UK,PG-13,Vincent Schiavelli,Roger Spottiswoode,811,2958,55,0,6.5,160,119,125332.007,110000
Trekkies,10/26/1997,Color,Documentary,English,USA,PG,Walter Koenig,Roger Nygard,643,2864,3,672,7,43,86,617.172,375
Turbulence,1/21/1997,Color,Action,English,USA,R,Hector Elizondo,Robert Butler,995,3952,0,316,4.7,44,100,11466.088,71000
Two Girls and a Guy,7/7/1997,Color,Comedy,English,USA,R,Robert Downey Jr.,James Toback,21000,21124,56,387,5.6,54,84,1950.218,1000
Ulee's Gold,4/5/1997,Color,Drama,English,USA,R,Peter Fonda,Victor Nunez,402,787,9,381,7.1,61,113,9054.736,2700
Volcano,10/2/1997,Color,Action,English,USA,PG-13,Don Cheadle,Mick Jackson,3000,5062,81,2000,5.4,84,104,47474.112,90000
Wag the Dog,5/4/1997,Color,Comedy,English,USA,R,Robert De Niro,Barry Levinson,22000,29252,272,12000,7.1,130,97,43022.524,15000
Warriors of Virtue,1/1/1997,Color,Action,English,USA,PG,Marley Shelton,Ronny Yu,690,1993,31,0,4.6,24,101,6448.817,35000
20 Dates,6/28/1998,Color,Biography,English,USA,R,Tia Carrere,Myles Berkowitz,1000,1362,0,30,5.3,32,87,536.767,60
54,11/13/1998,Color,Drama,English,USA,R,Salma Hayek,Mark Christopher,4000,6910,15,0,5.8,63,121,16574.731,13000
A Bug's Life,11/22/1998,Color,Adventure,English,USA,G,Kevin Spacey,John Lasseter,18000,24205,487,0,7.2,117,95,162792.677,120000
A Civil Action,10/12/1998,Color,Drama,English,USA,PG-13,Robert Duvall,Steven Zaillian,3000,4713,234,1000,6.5,110,115,56702.901,60000
A Night at the Roxbury,7/21/1998,Color,Comedy,English,USA,PG-13,Will Ferrell,John Fortenberry,8000,9271,12,0,6.2,63,82,30324.946,17000
A Simple Plan,10/8/1998,Color,Crime,English,UK,R,Gary Cole,Sam Raimi,989,2365,0,0,7.5,125,121,16311.763,17000
American History X,6/30/1998,Black and White,Crime,English,USA,R,Ethan Suplee,Tony Kaye,1000,3858,194,35000,8.6,162,101,6712.241,7500
Among Giants,6/12/1998,Color,Comedy,English,UK,R,Rachel Griffiths,Sam Miller,578,643,12,108,5.9,31,93,64.359,2500
Antz,9/8/1998,Color,Adventure,English,USA,PG,Sylvester Stallone,Eric Darnell,13000,25788,35,0,6.6,131,83,90646.554,105000
Armageddon,2/22/1998,Color,Action,English,USA,PG-13,Bruce Willis,Michael Bay,13000,26029,0,11000,6.6,167,153,201573.391,140000
Babe: Pig in the City,3/10/1998,Color,Adventure,English,Australia,G,Adam Goldberg,George Miller,1000,2521,750,964,5.8,61,97,18318,80000
Barney's Great Adventure,10/26/1998,Color,Adventure,English,Canada,G,Trevor Morgan,Steve Gomer,595,1139,9,436,2.8,24,76,11144.518,15000
Beloved,10/27/1998,Color,Drama,English,USA,R,Oprah Winfrey,Jonathan Demme,852,2397,438,853,5.9,78,172,22843.047,55000
Blade,12/23/1998,Color,Action,English,USA,R,Sanaa Lathan,Stephen Norrington,886,3174,45,0,7.1,184,110,70001.065,45000
Bride of Chucky,1/14/1998,Color,Comedy,English,Canada,R,Alexis Arquette,Ronny Yu,285,667,31,0,5.3,114,89,32368.96,25000
Broken Vessels,1/9/1998,Color,Drama,English,USA,R,William Smith,Scott Ziehl,919,2288,4,51,6.6,18,90,13.493,600
Buffalo '66,7/7/1998,Color,Comedy,English,USA,R,Anjelica Huston,Vincent Gallo,1000,4762,787,0,7.5,106,110,2365.931,1500
Bulworth,3/24/1998,Color,Comedy,English,USA,R,Warren Beatty,Warren Beatty,631,1023,631,0,6.8,110,108,26525.834,30000
Can't Hardly Wait,12/5/1998,Color,Comedy,English,USA,PG-13,Ethan Embry,Harry Elfont,982,4259,4,0,6.5,76,100,25339.117,10000
Celebrity,11/8/1998,Black and White,Comedy,English,USA,R,Melanie Griffith,Woody Allen,537,943,11000,652,6.3,114,113,5032.496,12000
Central Station,8/21/1998,Color,Drama,Portuguese,Brazil,R,Fernanda Montenegro,Walter Salles,119,167,179,0,8,71,113,5595.428,2900
Chairman of the Board,6/27/1998,Color,Comedy,English,USA,PG-13,Taylor Negron,Alex Zamm,1000,5213,43,724,2.3,12,95,306.715,10000
City of Angels,6/17/1998,Color,Drama,English,Germany,PG-13,Nicolas Cage,Brad Silberling,12000,13905,52,0,6.7,110,114,78745.923,55000
Clay Pigeons,5/6/1998,Color,Comedy,English,Germany,R,Janeane Garofalo,David Dobkin,1000,1795,71,515,6.6,49,104,1789.892,8000
Dark City,10/3/1998,Color,Action,English,Australia,R,Rufus Sewell,Alex Proyas,3000,4696,295,14000,7.7,222,111,14337.579,27000
Dead Man on Campus,9/4/1998,Color,Comedy,English,USA,R,Alyson Hannigan,Alan Cohn,3000,6861,0,645,6,37,96,15062.898,14000
Deep Impact,9/9/1998,Color,Action,English,USA,PG-13,Morgan Freeman,Mimi Leder,11000,22750,75,0,6.1,125,120,140459.099,75000
Deep Rising,10/4/1998,Color,Action,English,USA,R,Djimon Hounsou,Stephen Sommers,3000,6558,208,0,6,106,106,11146.409,45000
Desert Blue,7/3/1998,Color,Drama,English,USA,R,Ethan Suplee,Morgan J. Freeman,1000,3207,204,69,6.2,31,90,99.147,2000
Dirty Work,5/25/1998,Color,Comedy,English,Canada,PG-13,Don Rickles,Bob Saget,721,1805,799,679,6.4,32,82,9975.684,13000
Disturbing Behavior,11/22/1998,Color,Horror,English,Australia,R,Bruce Greenwood,David Nutter,989,4660,119,673,5.5,96,84,17411.331,15000
Doctor Dolittle,6/15/1998,Color,Comedy,English,USA,PG-13,Oliver Platt,Betty Thomas,1000,4166,84,694,5.3,73,85,144156.464,71500
Elizabeth,7/4/1998,Color,Biography,English,UK,R,Fanny Ardant,Shekhar Kapur,288,1006,159,0,7.5,141,124,30012.99,25000
Enemy of the State,2/25/1998,Color,Action,English,USA,R,Will Smith,Tony Scott,10000,11951,12000,0,7.3,81,140,111544.445,90000
Ever After: A Cinderella Story,2/14/1998,Color,Comedy,English,USA,PG-13,Anjelica Huston,Andy Tennant,1000,2747,72,0,7,92,121,65703.412,26000
Fear and Loathing in Las Vegas,11/21/1998,Color,Adventure,English,USA,R,Johnny Depp,Terry Gilliam,40000,43105,0,15000,7.7,156,118,10562.387,18500
Gods and Monsters,12/28/1998,Black and White,Biography,English,USA,R,Brendan Fraser,Bill Condon,3000,4238,386,0,7.5,127,105,6390.032,3500
Half Baked,7/4/1998,Color,Comedy,English,USA,R,Dave Chappelle,Tamra Davis,744,2400,33,0,6.7,40,82,17278.98,8000
Happiness,3/15/1998,Color,Comedy,English,USA,,Philip Seymour Hoffman,Todd Solondz,22000,36859,377,0,7.8,148,134,3000,3000
Hard Rain,12/19/1998,Color,Action,English,USA,R,Morgan Freeman,Mikael Salomon,11000,13628,13,815,5.8,79,97,19819.494,70000
He Got Game,9/16/1998,Color,Drama,English,USA,R,Denzel Washington,Spike Lee,18000,37315,0,0,6.9,48,136,21554.585,25000
